City ID,City,Country,Max Temp,Lat,Lng,Humidity,Cloudiness,Wind Speed
709248,Fastiv,UA,35.82,50.0767,29.9177,98,100,12.39
501847,Rochegda,RU,22.6,62.8,43.25,96,100,6.38
548478,Kirillov,RU,20.95,59.863,38.3813,96,92,5.35
2120769,Talaya,RU,-22.16,61.3833,152.75,84,81,0.83
494884,Shenkursk,RU,24.85,62.1091,42.896,94,100,8.21
6180550,Whitehorse,CA,42.03,60.7161,-135.0538,60,20,12.66
1649150,Bengkulu,ID,76.66,-3.8004,102.2655,67,100,3.62
4019085,Ahualulco del Sonido Trece,MX,62.42,22.4,-101.1667,32,5,6.2
1068670,Bealanana,MG,64.71,-14.55,48.7333,98,100,0.51
534313,Lomovka,RU,-4.88,53.9194,58.3672,100,98,1.74
